,Unnamed: 0,id,observed_on,description,latitude,longitude,map_scale,timeframe,species_guess,user_id,taxon_id,created_at,updated_at,place_guess,id_please,observed_on_string,iconic_taxon_id,num_identification_agreements,num_identification_disagreements,time_observed_at,time_zone,location_is_exact,delta,positional_accuracy,private_latitude,private_longitude,geoprivacy,quality_grade,positioning_method,positioning_device,out_of_range,license,uri,observation_photos_count,comments_count,zic_time_zone,oauth_application_id,observation_sounds_count,identifications_count,captive,community_taxon_id,site_id,old_uuid,public_positional_accuracy,mappable,cached_votes_total,last_indexed_at,private_place_guess,uuid,taxon_geoprivacy,short_description,user_login,iconic_taxon_name,tag_list,faves_count,created_at_utc,updated_at_utc,time_observed_at_utc,owners_identification_from_vision,user,taxon_name,rank,ancestry,common_name,common_name_id,common_name_name,is_valid,lexicon,rank_level,medium_photo_url,coordinates_obscured,tree_health
147,147,70375441,2021-02-23,blank,48.4122321055,-123.3617970263,,,western redcedar,3945649,48252,2021-03-01T05:04:18.326Z,2021-03-01T20:46:47.703Z,"Beacon Hill Park, Victoria, BC, CA",False,Tue Feb 23 2021 14:00:00 GMT-0800 (PST),47126,1,0,2021-02-23T14:00:00.000Z,UTC,False,False,966.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70375441,2,0,Etc/UTC,3.0,0,2,False,48252.0,1.0,,966.0,True,0,2021-03-02T21:05:34.631Z,,60aeac36-fd08-42b3-974c-cc4269e6507c,open,,harkiratchohan,Plantae,[],0,2021-03-01T05:04:18.326Z,2021-03-01T20:46:47.703Z,2021-02-23T14:00:00.000Z,True,"{'login': 'harkiratchohan', 'user_icon_url': None}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114395062/medium.jpg?1614575149,,healthy
148,148,70367646,2021-02-07,blank,47.476752777799994,-122.5501333333,,,western redcedar,1080973,48252,2021-03-01T02:32:44.150Z,2021-03-01T15:38:48.638Z,"Kitsap County, WA, USA",False,2021/02/07 10:52 AM MST,47126,1,0,2021-02-07T17:52:00.000Z,Arizona,False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367646,1,0,America/Phoenix,,0,2,False,48252.0,1.0,,4.0,True,0,2021-03-01T15:38:56.463Z,,c6ad9d8e-9df0-4c17-b26b-1ba1e42f0359,open,,conorflynn,Plantae,[],0,2021-03-01T02:32:44.150Z,2021-03-01T15:38:48.638Z,2021-02-07T17:52:00.000Z,True,"{'login': 'conorflynn', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1080973/thumb.jpg?1532182319'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114379044/medium.jpeg?1614565345,,healthy
149,149,70367209,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.014725,-122.65004722219999,,,western redcedar,459348,48252,2021-03-01T02:24:23.159Z,2021-03-01T03:10:49.310Z,"Greater Vancouver, British Columbia, Canada",False,2021/02/26 2:02 PM PST,47126,1,0,2021-02-26T22:02:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367209,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T03:11:04.257Z,,19566f24-dd19-4a44-a177-e8330205edee,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,[],0,2021-03-01T02:24:23.159Z,2021-03-01T03:10:49.310Z,2021-02-26T22:02:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114378435/medium.jpg?1614565068,,healthy
150,150,70367208,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.0148611111,-122.6466,,,western redcedar,459348,48252,2021-03-01T02:24:22.257Z,2021-03-01T04:38:11.088Z,"Greater Vancouver, British Columbia, Canada",False,2021/02/26 1:55 PM PST,47126,1,0,2021-02-26T21:55:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367208,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:38:16.191Z,,93d6e8ad-fd50-4c4e-8388-268d11226259,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:24:22.257Z,2021-03-01T04:38:11.088Z,2021-02-26T21:55:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114378417/medium.jpg?1614565056,,healthy
151,151,70367207,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.016402777799996,-122.6531611111,,,western redcedar,459348,48252,2021-03-01T02:24:21.956Z,2021-03-01T04:38:12.508Z,"Langley Twp, BC, Canada",False,2021/02/26 2:10 PM PST,47126,1,0,2021-02-26T22:10:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367207,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:38:21.316Z,,449cca9a-8e7a-41c7-838b-d413fc39ab66,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:24:21.956Z,2021-03-01T04:38:12.508Z,2021-02-26T22:10:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114378386/medium.jpg?1614565038,,healthy
152,152,70367206,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.0110166667,-122.64055555559999,,,western redcedar,459348,48252,2021-03-01T02:24:21.895Z,2021-03-01T04:38:14.003Z,"Greater Vancouver, British Columbia, Canada",False,2021/02/26 1:44 PM PST,47126,1,0,2021-02-26T21:44:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367206,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:38:21.316Z,,d897db17-1572-4a59-9387-8d5b4e3bc30b,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:24:21.895Z,2021-03-01T04:38:14.003Z,2021-02-26T21:44:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114378360/medium.jpg?1614565024,,brown
153,153,70367204,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.0155416667,-122.65169444440001,,,western redcedar,459348,48252,2021-03-01T02:24:21.178Z,2021-03-01T04:38:15.287Z,"Greater Vancouver, British Columbia, Canada",False,2021/02/26 2:07 PM PST,47126,1,0,2021-02-26T22:07:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70367204,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:38:26.220Z,,ab026c1f-4195-4c11-83a1-82e7da453164,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:24:21.178Z,2021-03-01T04:38:15.287Z,2021-02-26T22:07:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114378332/medium.jpg?1614565010,,healthy
154,154,70366397,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.0157138889,-122.6424166667,,,western redcedar,459348,48252,2021-03-01T02:11:37.117Z,2021-03-01T04:44:17.228Z,"Langley Twp, BC, Canada",False,2021/02/26 1:02 PM PST,47126,1,0,2021-02-26T21:02:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70366397,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:44:20.961Z,,5818d1f9-7b09-475b-9e0e-8fbd1ef09bf1,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:11:37.117Z,2021-03-01T04:44:17.228Z,2021-02-26T21:02:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114377354/medium.jpg?1614564477,,healthy
155,155,70365741,2021-02-26,"Campbell Valley Regional Park, BC, Canada",49.0301055556,-122.6583861111,,,western redcedar,459348,48252,2021-03-01T02:01:57.241Z,2021-03-01T04:47:09.698Z,"Langley Twp, BC, Canada",False,2021/02/26 12:02 PM PST,47126,1,0,2021-02-26T20:02:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70365741,1,0,America/Los_Angeles,,0,2,False,48252.0,5.0,,4.0,True,0,2021-03-01T04:47:14.386Z,,1481c836-f5f5-4db3-aa47-a9a55e7ca59a,open,"Campbell Valley Regional Park, BC, Canada",johndreynolds,Plantae,"['2021', 'BC', 'Canada', 'Vancouver']",0,2021-03-01T02:01:57.241Z,2021-03-01T04:47:09.698Z,2021-02-26T20:02:00.000Z,False,"{'login': 'johndreynolds', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/459348/thumb.jpg?1594481478'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114375948/medium.jpg?1614563805,,healthy
156,156,70363622,2021-02-28,blank,48.423095,-123.4181283333,,,,3946355,48252,2021-03-01T01:27:41.986Z,2021-03-01T01:28:00.360Z,"Fraser St, Esquimalt, BC, CA",False,Sun Feb 28 2021 16:32:57 GMT-0800 (PST),47126,0,0,2021-02-28T16:32:57.000Z,UTC,False,False,3.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70363622,2,0,Etc/UTC,3.0,0,1,False,,5.0,,3.0,True,0,2021-03-03T00:00:01.762Z,,3db11354-6537-4d56-b481-0cb70426d225,open,,sammy93,Plantae,[],0,2021-03-01T01:27:41.986Z,2021-03-01T01:28:00.360Z,2021-02-28T16:32:57.000Z,True,"{'login': 'sammy93', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3946355/thumb.jpeg?1610322187'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114372541/medium.jpg?1614562067,,healthy
157,157,70363195,2021-02-28,blank,48.576254999999996,-123.5675583333,,,,3949059,48252,2021-03-01T01:21:36.173Z,2021-03-01T01:21:52.458Z,"Spectacle Lake Provincial Park, Malahat, BC, CA",False,Sun Feb 28 2021 16:22:54 GMT-0800 (PST),47126,0,0,2021-02-28T16:22:54.000Z,UTC,False,False,,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70363195,2,0,Etc/UTC,3.0,0,1,False,,5.0,,,True,0,2021-03-02T04:45:49.993Z,,f3f0ac99-cc63-4e52-85a3-3610c24985b7,open,,kylie_jhstn,Plantae,[],0,2021-03-01T01:21:36.173Z,2021-03-01T01:21:52.458Z,2021-02-28T16:22:54.000Z,True,"{'login': 'kylie_jhstn', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3949059/thumb.jpg?1610501822'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114371873/medium.jpg?1614561706,,healthy
158,158,70361780,2021-02-28,blank,49.3080501314,-124.17922482120001,,,Western Redcedar,3029117,48252,2021-03-01T00:57:12.548Z,2021-03-01T00:57:12.607Z,"Nanaimo, BC, Canada",False,2021/02/28 11:21 AM PST,47126,0,0,2021-02-28T19:21:00.000Z,Pacific Time (US & Canada),False,False,2.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70361780,1,0,America/Los_Angeles,,0,1,False,,1.0,,2.0,True,0,2021-03-01T00:57:17.913Z,,cf612f4e-e778-4336-8e6c-fdc6e5f2be47,open,,pacificwhitesideddolphin,Plantae,[],0,2021-03-01T00:57:12.548Z,2021-03-01T00:57:12.607Z,2021-02-28T19:21:00.000Z,True,"{'login': 'pacificwhitesideddolphin', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3029117/thumb.jpg?1590200948'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114366194/medium.jpeg?1614558843,,healthy
159,159,70361463,2021-02-27,This was quite a cool wonky tree in Discovery Park. I'm terrible at distinguishing trees (pretty new to the area) can someone help me out?,47.661181777799996,-122.4114550833,,,western redcedar,3914677,48252,2021-03-01T00:52:47.258Z,2021-03-01T05:54:17.738Z,"Building 417, Seattle, WA 98199, USA",False,2021-02-27 2:48:08 PM PST,47126,2,0,2021-02-27T14:48:08.000Z,UTC,False,False,,,,,research,gps,gps,,,https://www.inaturalist.org/observations/70361463,2,0,Etc/UTC,2.0,0,3,False,48252.0,1.0,,,True,0,2021-03-01T05:54:22.238Z,,b16e3f40-bb8f-46a1-9958-586079402ea4,open,This was quite a cool wonky tree in Discovery Park. I'm terrible at distinguishing trees (pretty new to the area) can someone help me out?,trollium,Plantae,[],0,2021-03-01T00:52:47.258Z,2021-03-01T05:54:17.738Z,2021-02-27T14:48:08.000Z,True,"{'login': 'trollium', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3914677/thumb.jpeg?1609651511'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114368495/medium.jpeg?1614559985,,healthy
160,160,70359168,2021-02-26,blank,46.9151048235,-122.2751551253,,,western redcedar,2486925,48252,2021-03-01T00:18:16.343Z,2021-03-01T05:10:01.522Z,"Pierce County, WA, USA",False,2021/02/26 2:06 PM PST,47126,1,0,2021-02-26T22:06:00.000Z,Pacific Time (US & Canada),False,False,4.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/70359168,5,0,America/Los_Angeles,,0,2,False,48252.0,1.0,,4.0,True,0,2021-03-01T05:10:05.203Z,,5a163bf8-c0a1-4fad-9288-dd40c1fa9770,open,,doppelganger,Plantae,[],0,2021-03-01T00:18:16.343Z,2021-03-01T05:10:01.522Z,2021-02-26T22:06:00.000Z,True,"{'login': 'doppelganger', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2486925/thumb.jpg?1576193706'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114364243/medium.jpeg?1614557859,,brown
161,161,70356804,2021-02-28,blank,40.8748277778,-124.0904083333,,,western redcedar,3736464,48252,2021-02-28T23:39:38.278Z,2021-03-03T21:19:45.484Z,"Arcata, CA, USA",False,2021-02-28 10:24:40 AM PST,47126,2,0,2021-02-28T18:24:40.000Z,Pacific Time (US & Canada),False,False,,,,,research,gps,gps,,CC-BY-NC,https://www.inaturalist.org/observations/70356804,3,0,America/Los_Angeles,2.0,0,3,False,48252.0,1.0,,,True,0,2021-03-03T21:19:50.941Z,,30425519-6f44-4692-ace9-a2bb3a2ceec4,open,,deerinthegarden,Plantae,[],0,2021-02-28T23:39:38.278Z,2021-03-03T21:19:45.484Z,2021-02-28T18:24:40.000Z,False,"{'login': 'deerinthegarden', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/3736464/thumb.jpeg?1602469804'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114360023/medium.jpeg?1614555585,,healthy
162,162,70352776,2021-02-26,blank,47.545294730100004,-121.5316041206,,,Western Redcedar,2461426,48252,2021-02-28T22:37:52.079Z,2021-02-28T22:37:52.141Z,"King County, WA, USA",False,2021/02/26 2:36 PM PST,47126,0,0,2021-02-26T22:36:00.000Z,Pacific Time (US & Canada),False,False,182.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/70352776,1,0,America/Los_Angeles,,0,1,False,,1.0,,182.0,True,0,2021-03-03T04:00:37.636Z,,937acb25-1776-43ea-9e30-bbfe5da3c6fd,open,,carlbak22,Plantae,[],0,2021-02-28T22:37:52.079Z,2021-02-28T22:37:52.141Z,2021-02-26T22:36:00.000Z,True,"{'login': 'carlbak22', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2461426/thumb.jpg?1590036450'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/114351525/medium.jpg?1614551643,,dead
163,163,70347646,2021-02-28,blank,48.582434,-123.426837,15.0,,Western Redcedar,1245214,48252,2021-02-28T21:12:32.326Z,2021-02-28T22:22:41.686Z,"Brentwood Bay, BC V8M 1G4, Canada",False,2021-02-28 11:34:12 AM PST,47126,0,0,2021-02-28T11:34:12.000Z,UTC,False,False,2200.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70347646,6,0,Etc/UTC,2.0,0,1,False,,5.0,,2200.0,True,0,2021-02-28T22:22:45.890Z,,5a62caeb-0ecf-4784-9f11-ba8660e5cc6a,open,,sconia,Plantae,[],0,2021-02-28T21:12:32.326Z,2021-02-28T22:22:41.686Z,2021-02-28T11:34:12.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114342717/medium.jpeg?1614546761,,healthy
164,164,70347495,2021-02-28,blank,48.584785466099994,-123.4260540269,,,western redcedar,1245214,48252,2021-02-28T21:09:53.533Z,2021-02-28T21:12:31.466Z,"Wallace at White, Central Saanich, BC V8M 1V8, Canada",False,2021-02-28 11:31:26 AM PST,47126,0,0,2021-02-28T11:31:26.000Z,UTC,False,False,8.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70347495,5,0,Etc/UTC,2.0,0,1,False,,5.0,,8.0,True,0,2021-02-28T21:12:37.391Z,,bce5e648-aa54-4a22-8750-6c084877117e,open,,sconia,Plantae,[],0,2021-02-28T21:09:53.533Z,2021-02-28T21:12:31.466Z,2021-02-28T11:31:26.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114342385/medium.jpeg?1614546604,,healthy
165,165,70347299,2021-02-28,blank,48.584762751099994,-123.425984541,,,western redcedar,1245214,48252,2021-02-28T21:07:03.808Z,2021-02-28T21:09:52.543Z,"Wallace at White, Central Saanich, BC V8M 1V8, Canada",False,2021-02-28 11:27:36 AM PST,47126,0,0,2021-02-28T11:27:36.000Z,UTC,False,False,9.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70347299,6,0,Etc/UTC,2.0,0,1,False,,5.0,,9.0,True,0,2021-03-05T01:26:56.472Z,,14952ebe-941b-460e-9589-fecbd1f6ab40,open,,sconia,Plantae,[],0,2021-02-28T21:07:03.808Z,2021-02-28T21:09:52.543Z,2021-02-28T11:27:36.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114342027/medium.jpeg?1614546435,,healthy
166,166,70347039,2021-02-28,blank,48.585062655600005,-123.42623851260001,,,western redcedar,1245214,48252,2021-02-28T21:04:06.546Z,2021-03-05T01:26:41.900Z,"Wallace at White, Central Saanich, BC V8M 1V8, Canada",False,2021-02-28 11:24:45 AM PST,47126,1,0,2021-02-28T11:24:45.000Z,UTC,False,False,12.0,,,,research,,,,,https://www.inaturalist.org/observations/70347039,4,0,Etc/UTC,2.0,0,2,False,48252.0,5.0,,12.0,True,0,2021-03-05T01:26:45.688Z,,60fff760-2946-4210-a50d-50a7a9fe8f7c,open,,sconia,Plantae,[],0,2021-02-28T21:04:06.546Z,2021-03-05T01:26:41.900Z,2021-02-28T11:24:45.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114341613/medium.jpeg?1614546255,,healthy
167,167,70346863,2021-02-28,blank,48.5852277372,-123.4269705042,,,western redcedar,1245214,48252,2021-02-28T21:00:52.532Z,2021-02-28T21:04:04.937Z,"Wallace at White, Central Saanich, BC V8M 1V8, Canada",False,2021-02-28 11:14:24 AM PST,47126,0,0,2021-02-28T11:14:24.000Z,UTC,False,False,11.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70346863,5,0,Etc/UTC,2.0,0,1,False,,5.0,,11.0,True,0,2021-03-03T02:47:28.271Z,,cde3c9dc-6237-48b0-a6cb-1141498c0c4d,open,,sconia,Plantae,[],0,2021-02-28T21:00:52.532Z,2021-02-28T21:04:04.937Z,2021-02-28T11:14:24.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114341139/medium.jpeg?1614546062,,healthy
168,168,70346505,2021-02-28,blank,48.5860211262,-123.426899761,,,western redcedar,1245214,48252,2021-02-28T20:57:03.510Z,2021-02-28T20:58:03.121Z,"Wallace at White, Central Saanich, BC V8M 1V8, Canada",False,2021-02-28 11:10:46 AM PST,47126,0,0,2021-02-28T11:10:46.000Z,UTC,False,False,8.0,,,,needs_id,,,,,https://www.inaturalist.org/observations/70346505,5,0,Etc/UTC,2.0,0,1,False,,5.0,,8.0,True,0,2021-03-03T02:47:28.776Z,,91fd891a-84b4-4827-ab49-9ffe9249dceb,open,,sconia,Plantae,[],0,2021-02-28T20:57:03.510Z,2021-02-28T20:58:03.121Z,2021-02-28T11:10:46.000Z,False,"{'login': 'sconia', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/1245214/thumb.jpeg?1547851990'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/114340566/medium.jpeg?1614545833,,healthy
